fips_code,jurisdiction_name,state_abbr,state_full,region,b1a,b1b,b1c,b5a,b5b,b5c,b11a,b11b,b24a,b24b,b24c,uocava_return_rate,uocava_rejection_rate
2501711525,CARLISLE TOWN,MA,Massachusetts,Northeast,52,1,51,52,1,51,49,1,0,0,0,94.23,0
2501713135,CHELMSFORD TOWN,MA,Massachusetts,Northeast,130,9,121,130,9,121,117,8,4,0,4,90,3.42
2501715060,CONCORD TOWN,MA,Massachusetts,Northeast,272,2,270,272,2,270,241,2,2,0,2,88.6,0.83
2501717475,DRACUT TOWN,MA,Massachusetts,Northeast,33,6,27,33,6,27,27,4,1,0,1,81.82,3.7
2501717825,DUNSTABLE TOWN,MA,Massachusetts,Northeast,6,1,5,6,1,5,5,0,0,0,0,83.33,0
2501721990,EVERETT CITY,MA,Massachusetts,Northeast,11,3,8,11,3,8,1,0,0,0,0,9.09,0
2501724925,FRAMINGHAM TOWN,MA,Massachusetts,Northeast,238,9,229,238,9,229,223,8,0,0,0,93.7,0
2501727480,GROTON TOWN,MA,Massachusetts,Northeast,56,5,51,56,5,51,51,4,2,1,1,91.07,3.92
2501730700,HOLLISTON TOWN,MA,Massachusetts,Northeast,50,0,50,50,0,50,44,0,0,0,0,88,0
2501731085,HOPKINTON TOWN,MA,Massachusetts,Northeast,57,1,56,57,1,56,53,1,0,0,0,92.98,0
2501731540,HUDSON TOWN,MA,Massachusetts,Northeast,50,2,48,50,2,48,47,2,0,0,0,94,0
2501735215,LEXINGTON TOWN,MA,Massachusetts,Northeast,439,6,433,439,6,433,374,5,10,0,10,85.19,2.67
2501735425,LINCOLN TOWN,MA,Massachusetts,Northeast,85,13,72,85,13,72,84,13,4,4,0,98.82,4.76
2501735950,LITTLETON TOWN,MA,Massachusetts,Northeast,56,3,53,56,3,53,45,1,0,0,0,80.36,0
2501737000,LOWELL CITY,MA,Massachusetts,Northeast,142,7,135,142,7,135,115,3,0,0,0,80.99,0
2501737875,MALDEN CITY,MA,Massachusetts,Northeast,159,1,158,159,1,158,147,1,1,0,1,92.45,0.68
2501738715,MARLBOROUGH CITY,MA,Massachusetts,Northeast,126,5,121,126,5,121,117,5,2,0,2,92.86,1.71
2501739625,MAYNARD TOWN,MA,Massachusetts,Northeast,40,1,39,40,1,39,35,1,0,0,0,87.5,0
2501739835,MEDFORD CITY,MA,Massachusetts,Northeast,302,3,299,302,3,299,263,3,0,0,0,87.09,0
2501740115,MELROSE CITY,MA,Massachusetts,Northeast,128,6,122,128,6,122,101,5,4,1,3,78.91,3.96
2501743895,NATICK TOWN,MA,Massachusetts,Northeast,197,2,195,197,2,195,185,2,1,0,1,93.91,0.54
2501745560,NEWTON CITY,MA,Massachusetts,Northeast,1019,0,1019,1019,0,1019,830,0,1,0,1,81.45,0.12
2501748955,NORTH READING TOWN,MA,Massachusetts,Northeast,64,6,58,64,6,58,53,3,0,0,0,82.81,0
2501752805,PEPPERELL TOWN,MA,Massachusetts,Northeast,21,2,19,21,2,19,20,2,0,0,0,95.24,0
2501756130,READING TOWN,MA,Massachusetts,Northeast,106,5,101,106,5,101,32,4,2,0,2,30.19,6.25
2501761380,SHERBORN TOWN,MA,Massachusetts,Northeast,41,1,40,41,1,40,40,1,0,0,0,97.56,0
2501761590,SHIRLEY TOWN,MA,Massachusetts,Northeast,4,0,4,4,0,4,4,0,0,0,0,100,0
2501762535,SOMERVILLE CITY,MA,Massachusetts,Northeast,898,6,892,898,6,892,845,5,4,0,4,94.1,0.47
2501767665,STONEHAM TOWN,MA,Massachusetts,Northeast,79,0,79,79,0,79,74,0,0,0,0,93.67,0
2501768050,STOW TOWN,MA,Massachusetts,Northeast,38,0,38,38,0,38,37,0,0,0,0,97.37,0
2501768260,SUDBURY TOWN,MA,Massachusetts,Northeast,135,1,134,135,1,134,120,1,0,0,0,88.89,0
2501769415,TEWKSBURY TOWN,MA,Massachusetts,Northeast,54,12,42,54,12,42,47,9,0,0,0,87.04,0
2501770360,TOWNSEND TOWN,MA,Massachusetts,Northeast,8,0,8,8,0,8,7,0,0,0,0,87.5,0
2501771025,TYNGSBOROUGH TOWN,MA,Massachusetts,Northeast,17,2,15,17,2,15,12,2,0,0,0,70.59,0
2501772215,WAKEFIELD TOWN,MA,Massachusetts,Northeast,78,6,72,78,6,72,70,6,0,0,0,89.74,0
2501772600,WALTHAM CITY,MA,Massachusetts,Northeast,287,5,282,287,5,282,245,3,0,0,0,85.37,0
2501773440,WATERTOWN TOWN,MA,Massachusetts,Northeast,289,1,288,289,1,288,267,1,0,0,0,92.39,0
2501773790,WAYLAND TOWN,MA,Massachusetts,Northeast,111,1,110,111,1,110,98,1,0,0,0,88.29,0
2501776135,WESTFORD TOWN,MA,Massachusetts,Northeast,116,2,114,116,2,114,89,1,0,0,0,76.72,0
2501777255,WESTON TOWN,MA,Massachusetts,Northeast,126,1,125,126,1,125,113,0,0,0,0,89.68,0
2501780230,WILMINGTON TOWN,MA,Massachusetts,Northeast,43,4,39,43,4,39,39,4,0,0,0,90.7,0
2501780510,WINCHESTER TOWN,MA,Massachusetts,Northeast,207,2,205,207,2,205,181,0,6,0,6,87.44,3.31
2501781035,WOBURN CITY,MA,Massachusetts,Northeast,100,2,98,100,2,98,99,2,0,0,0,99,0
2501943790,NANTUCKET TOWN,MA,Massachusetts,Northeast,94,1,93,94,1,93,81,1,1,0,1,86.17,1.23
2502102935,AVON TOWN,MA,Massachusetts,Northeast,21,1,20,21,1,20,19,1,1,0,1,90.48,5.26
2502104930,BELLINGHAM TOWN,MA,Massachusetts,Northeast,32,3,29,32,3,29,25,3,0,0,0,78.12,0
2502107665,BRAINTREE TOWN,MA,Massachusetts,Northeast,92,6,86,92,6,86,75,5,1,0,1,81.52,1.33
2502109175,BROOKLINE TOWN,MA,Massachusetts,Northeast,957,3,954,957,3,954,861,1,0,0,0,89.97,0
2502111315,CANTON TOWN,MA,Massachusetts,Northeast,59,8,51,59,8,51,50,6,0,0,0,84.75,0
2502114640,COHASSET TOWN,MA,Massachusetts,Northeast,79,0,79,79,0,79,74,0,0,0,0,93.67,0
2502116495,DEDHAM TOWN,MA,Massachusetts,Northeast,107,3,104,107,3,104,93,1,0,0,0,86.92,0
2502117405,DOVER TOWN,MA,Massachusetts,Northeast,55,1,54,55,1,54,48,1,0,0,0,87.27,0
2502124820,FOXBOROUGH TOWN,MA,Massachusetts,Northeast,40,5,35,40,5,35,38,4,0,0,0,95,0
2502125100,FRANKLIN TOWN,MA,Massachusetts,Northeast,80,3,77,80,3,77,67,2,0,0,0,83.75,0
2502130455,HOLBROOK TOWN,MA,Massachusetts,Northeast,22,8,14,22,8,14,17,6,0,0,0,77.27,0
2502139765,MEDFIELD TOWN,MA,Massachusetts,Northeast,64,0,64,64,0,64,57,0,0,0,0,89.06,0
2502139975,MEDWAY TOWN,MA,Massachusetts,Northeast,32,0,32,32,0,32,28,0,0,0,0,87.5,0
2502141515,MILLIS TOWN,MA,Massachusetts,Northeast,21,5,16,21,5,16,18,4,0,0,0,85.71,0
2502141690,MILTON TOWN,MA,Massachusetts,Northeast,158,6,152,158,6,152,138,5,3,0,3,87.34,2.17
2502144105,NEEDHAM TOWN,MA,Massachusetts,Northeast,262,5,257,262,5,257,232,5,2,0,2,88.55,0.86
2502146050,NORFOLK TOWN,MA,Massachusetts,Northeast,30,2,28,30,2,28,28,2,0,0,0,93.33,0
2502150250,NORWOOD TOWN,MA,Massachusetts,Northeast,97,8,89,97,8,89,85,7,1,0,1,87.63,1.18
2502154100,PLAINVILLE TOWN,MA,Massachusetts,Northeast,12,2,10,12,2,10,12,2,0,0,0,100,0
2502155745,QUINCY CITY,MA,Massachusetts,Northeast,275,1,274,275,1,274,250,1,1,0,1,90.91,0.4
2502155955,RANDOLPH TOWN,MA,Massachusetts,Northeast,79,6,73,79,6,73,68,4,0,0,0,86.08,0
2502160785,SHARON TOWN,MA,Massachusetts,Northeast,167,3,164,167,3,164,158,3,0,0,0,94.61,0
2502167945,STOUGHTON TOWN,MA,Massachusetts,Northeast,38,1,37,38,1,37,30,1,0,0,0,78.95,0
2502172495,WALPOLE TOWN,MA,Massachusetts,Northeast,64,7,57,64,7,57,59,7,1,0,1,92.19,1.69
2502174175,WELLESLEY TOWN,MA,Massachusetts,Northeast,316,2,314,316,2,314,288,2,0,0,0,91.14,0
2502178690,WESTWOOD TOWN,MA,Massachusetts,Northeast,94,1,93,94,1,93,83,1,0,0,0,88.3,0
2502178865,WEYMOUTH TOWN,MA,Massachusetts,Northeast,120,10,110,120,10,110,97,10,0,0,0,80.83,0
2502182315,WRENTHAM TOWN,MA,Massachusetts,Northeast,25,0,25,25,0,25,21,0,0,0,0,84,0
2502300170,ABINGTON TOWN,MA,Massachusetts,Northeast,29,6,23,29,6,23,21,3,0,0,0,72.41,0
2502308085,BRIDGEWATER TOWN,MA,Massachusetts,Northeast,39,3,36,39,3,36,30,2,0,0,0,76.92,0
2502309000,BROCKTON CITY,MA,Massachusetts,Northeast,116,13,103,116,13,103,82,7,0,0,0,70.69,0
2502311665,CARVER TOWN,MA,Massachusetts,Northeast,19,2,17,19,2,17,16,1,0,0,0,84.21,0
2502317895,DUXBURY TOWN,MA,Massachusetts,Northeast,118,4,114,118,4,114,108,4,0,0,0,91.53,0
2502318455,EAST BRIDGEWATER TOWN,MA,Massachusetts,Northeast,15,1,14,15,1,14,14,1,0,0,0,93.33,0
2502327795,HALIFAX TOWN,MA,Massachusetts,Northeast,9,1,8,9,1,8,4,1,1,0,1,44.44,25
2502328285,HANOVER TOWN,MA,Massachusetts,Northeast,39,4,35,39,4,35,34,4,0,0,0,87.18,0
2502328495,HANSON TOWN,MA,Massachusetts,Northeast,16,2,14,16,2,14,14,2,0,0,0,87.5,0
2502330210,HINGHAM TOWN,MA,Massachusetts,Northeast,134,4,130,134,4,130,119,3,0,0,0,88.81,0
2502331645,HULL TOWN,MA,Massachusetts,Northeast,49,3,46,49,3,46,42,3,0,0,0,85.71,0
2502333220,KINGSTON TOWN,MA,Massachusetts,Northeast,28,3,25,28,3,25,26,3,0,0,0,92.86,0
2502333920,LAKEVILLE TOWN,MA,Massachusetts,Northeast,16,5,11,16,5,11,11,3,0,0,0,68.75,0
2502338540,MARION TOWN,MA,Massachusetts,Northeast,35,3,32,35,3,32,32,2,0,0,0,91.43,0
2502338855,MARSHFIELD TOWN,MA,Massachusetts,Northeast,71,3,68,71,3,68,10,1,0,0,0,14.08,0
2502339450,MATTAPOISETT TOWN,MA,Massachusetts,Northeast,16,0,16,16,0,16,13,0,0,0,0,81.25,0
2502340850,MIDDLEBOROUGH TOWN,MA,Massachusetts,Northeast,33,6,27,33,6,27,33,6,0,0,0,100,0
2502350145,NORWELL TOWN,MA,Massachusetts,Northeast,35,1,34,35,1,34,21,1,1,0,1,60,4.76
2502352630,PEMBROKE TOWN,MA,Massachusetts,Northeast,21,1,20,21,1,20,15,1,1,0,1,71.43,6.67
2502354310,PLYMOUTH TOWN,MA,Massachusetts,Northeast,191,23,168,191,23,168,174,21,0,0,0,91.1,0
2502354415,PLYMPTON TOWN,MA,Massachusetts,Northeast,7,2,5,7,2,5,7,2,1,0,1,100,14.29
2502357600,ROCHESTER TOWN,MA,Massachusetts,Northeast,4,1,3,4,1,3,2,0,0,0,0,50,0
2502357775,ROCKLAND TOWN,MA,Massachusetts,Northeast,24,0,24,24,0,24,19,0,0,0,0,79.17,0
2502360330,SCITUATE TOWN,MA,Massachusetts,Northeast,108,3,105,108,3,105,103,3,1,0,1,95.37,0.97
2502372985,WAREHAM TOWN,MA,Massachusetts,Northeast,43,4,39,43,4,39,41,4,0,0,0,95.35,0
2502375260,WEST BRIDGEWATER TOWN,MA,Massachusetts,Northeast,15,0,15,15,0,15,10,0,0,0,0,66.67,0
2502379530,WHITMAN TOWN,MA,Massachusetts,Northeast,13,1,12,13,1,12,12,0,0,0,0,92.31,0
2502507000,BOSTON CITY,MA,Massachusetts,Northeast,3768,45,3723,3768,45,3723,3448,41,6,1,5,91.51,0.17
2502513205,CHELSEA CITY,MA,Massachusetts,Northeast,44,3,41,44,3,41,37,2,0,0,0,84.09,0
2502556585,REVERE CITY,MA,Massachusetts,Northeast,107,5,102,107,5,102,80,5,0,0,0,74.77,0
2502580930,WINTHROP TOWN,MA,Massachusetts,Northeast,47,2,45,47,2,45,35,1,0,0,0,74.47,0
2502701885,ASHBURNHAM TOWN,MA,Massachusetts,Northeast,24,0,24,24,0,24,19,0,0,0,0,79.17,0
2502702480,ATHOL TOWN,MA,Massachusetts,Northeast,19,1,18,19,1,18,16,1,0,0,0,84.21,0
2502702760,AUBURN TOWN,MA,Massachusetts,Northeast,32,2,30,32,2,30,31,2,0,0,0,96.88,0
2502703740,BARRE TOWN,MA,Massachusetts,Northeast,8,0,8,8,0,8,8,0,0,0,0,100,0
2502705490,BERLIN TOWN,MA,Massachusetts,Northeast,22,0,22,22,0,22,21,0,0,0,0,95.45,0
2502706015,BLACKSTONE TOWN,MA,Massachusetts,Northeast,10,2,8,10,2,8,10,2,0,0,0,100,0
2502706365,BOLTON TOWN,MA,Massachusetts,Northeast,35,0,35,35,0,35,21,0,0,0,0,60,0
2502707525,BOYLSTON TOWN,MA,Massachusetts,Northeast,19,0,19,19,0,19,17,0,1,0,1,89.47,5.88
2502709105,BROOKFIELD TOWN,MA,Massachusetts,Northeast,3,0,3,3,0,3,3,0,0,0,0,100,0
2502712715,CHARLTON TOWN,MA,Massachusetts,Northeast,16,3,13,16,3,13,13,3,0,0,0,81.25,0
2502714395,CLINTON TOWN,MA,Massachusetts,Northeast,28,1,27,28,1,27,25,1,0,0,0,89.29,0
2502717300,DOUGLAS TOWN,MA,Massachusetts,Northeast,15,0,15,15,0,15,12,0,0,0,0,80,0
2502717685,DUDLEY TOWN,MA,Massachusetts,Northeast,19,3,16,19,3,16,16,2,0,0,0,84.21,0
2502718560,EAST BROOKFIELD TOWN,MA,Massachusetts,Northeast,8,1,7,8,1,7,8,1,0,0,0,100,0
2502723875,FITCHBURG CITY,MA,Massachusetts,Northeast,44,10,34,44,10,34,21,4,1,0,1,47.73,4.76
2502725485,GARDNER CITY,MA,Massachusetts,Northeast,38,4,34,38,4,34,35,4,0,0,0,92.11,0
2502726430,GRAFTON TOWN,MA,Massachusetts,Northeast,36,4,32,36,4,32,31,4,0,0,0,86.11,0
2502728740,HARDWICK TOWN,MA,Massachusetts,Northeast,1,0,1,1,0,1,1,0,0,0,0,100,0
2502728950,HARVARD TOWN,MA,Massachusetts,Northeast,51,2,49,51,2,49,51,2,0,0,0,100,0
2502730560,HOLDEN TOWN,MA,Massachusetts,Northeast,51,3,48,51,3,48,47,3,1,0,1,92.16,2.13
2502730945,HOPEDALE TOWN,MA,Massachusetts,Northeast,18,1,17,18,1,17,16,1,0,0,0,88.89,0
2502731435,HUBBARDSTON TOWN,MA,Massachusetts,Northeast,7,0,7,7,0,7,6,0,0,0,0,85.71,0
2502734165,LANCASTER TOWN,MA,Massachusetts,Northeast,29,2,27,29,2,27,20,1,0,0,0,68.97,0
2502734795,LEICESTER TOWN,MA,Massachusetts,Northeast,11,0,11,11,0,11,6,0,0,0,0,54.55,0
2502735075,LEOMINSTER CITY,MA,Massachusetts,Northeast,62,18,44,62,18,44,50,13,0,0,0,80.65,0
2502737420,LUNENBURG TOWN,MA,Massachusetts,Northeast,29,6,23,29,6,23,17,3,0,0,0,58.62,0
2502740255,MENDON TOWN,MA,Massachusetts,Northeast,14,0,14,14,0,14,14,0,0,0,0,100,0
2502741165,MILFORD TOWN,MA,Massachusetts,Northeast,71,3,68,71,3,68,62,2,0,0,0,87.32,0
2502741340,MILLBURY TOWN,MA,Massachusetts,Northeast,18,2,16,18,2,16,17,2,0,0,0,94.44,0
2502741585,MILLVILLE TOWN,MA,Massachusetts,Northeast,2,0,2,2,0,2,2,0,0,0,0,100,0
2502745105,NEW BRAINTREE TOWN,MA,Massachusetts,Northeast,9,0,9,9,0,9,5,0,0,0,0,55.56,0
2502746820,NORTHBOROUGH TOWN,MA,Massachusetts,Northeast,69,4,65,69,4,65,64,4,0,0,0,92.75,0
2502746925,NORTHBRIDGE TOWN,MA,Massachusetts,Northeast,24,5,19,24,5,19,22,5,0,0,0,91.67,0
2502747135,NORTH BROOKFIELD TOWN,MA,Massachusetts,Northeast,4,0,4,4,0,4,2,0,0,0,0,50,0
2502750670,OAKHAM TOWN,MA,Massachusetts,Northeast,9,0,9,9,0,9,6,0,0,0,0,66.67,0
2502751825,OXFORD TOWN,MA,Massachusetts,Northeast,31,3,28,31,3,28,26,3,2,0,2,83.87,7.69
2502752420,PAXTON TOWN,MA,Massachusetts,Northeast,14,0,14,14,0,14,13,0,0,0,0,92.86,0
2502753120,PETERSHAM TOWN,MA,Massachusetts,Northeast,11,1,10,11,1,10,9,1,0,0,0,81.82,0
2502753225,PHILLIPSTON TOWN,MA,Massachusetts,Northeast,5,0,5,5,0,5,5,0,0,0,0,100,0
2502755395,PRINCETON TOWN,MA,Massachusetts,Northeast,18,0,18,18,0,18,16,0,0,0,0,88.89,0
2502758580,ROYALSTON TOWN,MA,Massachusetts,Northeast,5,0,5,5,0,5,3,0,0,0,0,60,0
2502758825,RUTLAND TOWN,MA,Massachusetts,Northeast,15,0,15,15,0,15,14,0,0,0,0,93.33,0
2502761800,SHREWSBURY TOWN,MA,Massachusetts,Northeast,146,8,138,146,8,138,134,8,1,0,1,91.78,0.75
2502763165,SOUTHBOROUGH TOWN,MA,Massachusetts,Northeast,62,1,61,62,1,61,48,1,0,0,0,77.42,0
2502763270,SOUTHBRIDGE TOWN,MA,Massachusetts,Northeast,18,5,13,18,5,13,15,4,1,0,1,83.33,6.67
2502766105,SPENCER TOWN,MA,Massachusetts,Northeast,20,2,18,20,2,18,20,2,0,0,0,100,0
2502767385,STERLING TOWN,MA,Massachusetts,Northeast,16,1,15,16,1,15,15,1,0,0,0,93.75,0
2502768155,STURBRIDGE TOWN,MA,Massachusetts,Northeast,26,1,25,26,1,25,11,1,0,0,0,42.31,0
2502768610,SUTTON TOWN,MA,Massachusetts,Northeast,19,0,19,19,0,19,18,0,0,0,0,94.74,0
2502769275,TEMPLETON TOWN,MA,Massachusetts,Northeast,11,3,8,11,3,8,7,1,0,0,0,63.64,0
2502771480,UPTON TOWN,MA,Massachusetts,Northeast,23,0,23,23,0,23,23,0,0,0,0,100,0
2502771620,UXBRIDGE TOWN,MA,Massachusetts,Northeast,25,1,24,25,1,24,21,1,0,0,0,84,0
2502773090,WARREN TOWN,MA,Massachusetts,Northeast,3,0,3,3,0,3,3,0,0,0,0,100,0
2502773895,WEBSTER TOWN,MA,Massachusetts,Northeast,17,1,16,17,1,16,13,0,0,0,0,76.47,0
2502775015,WESTBOROUGH TOWN,MA,Massachusetts,Northeast,87,2,85,87,2,85,76,2,1,0,1,87.36,1.32
2502775155,WEST BOYLSTON TOWN,MA,Massachusetts,Northeast,13,1,12,13,1,12,13,1,0,0,0,100,0
2502775400,WEST BROOKFIELD TOWN,MA,Massachusetts,Northeast,5,1,4,5,1,4,5,1,0,0,0,100,0
2502777010,WESTMINSTER TOWN,MA,Massachusetts,Northeast,26,4,22,26,4,22,25,3,0,0,0,96.15,0
2502780405,WINCHENDON TOWN,MA,Massachusetts,Northeast,2,0,2,2,0,2,1,0,0,0,0,50,0
2502782000,WORCESTER CITY,MA,Massachusetts,Northeast,404,16,388,404,16,388,362,16,1,0,1,89.6,0.28
2600100000,ALCONA COUNTY,MI,Michigan,Midwest,15,7,8,11,5,6,10,4,0,0,0,90.91,0
2600300000,ALGER COUNTY,MI,Michigan,Midwest,9,5,4,5,1,4,4,1,0,0,0,80,0
2600500000,ALLEGAN COUNTY,MI,Michigan,Midwest,218,62,156,216,56,160,174,46,7,0,7,80.56,4.02
2600700000,ALPENA COUNTY,MI,Michigan,Midwest,51,15,36,48,14,34,45,12,2,0,2,93.75,4.44
2600900000,ANTRIM COUNTY,MI,Michigan,Midwest,77,19,58,68,15,53,66,15,1,0,1,97.06,1.52
2601100000,ARENAC COUNTY,MI,Michigan,Midwest,25,7,18,21,2,19,16,2,0,0,0,76.19,0
2601300000,BARAGA COUNTY,MI,Michigan,Midwest,15,9,6,14,8,6,12,8,0,0,0,85.71,0
2601500000,BARRY COUNTY,MI,Michigan,Midwest,122,44,78,112,35,77,88,27,1,1,0,78.57,1.14
2601700000,BAY COUNTY,MI,Michigan,Midwest,138,42,96,126,37,89,113,34,4,3,1,89.68,3.54
2601900000,BENZIE COUNTY,MI,Michigan,Midwest,69,20,49,75,20,55,55,18,1,0,1,73.33,1.82
2602100000,BERRIEN COUNTY,MI,Michigan,Midwest,492,86,406,418,70,348,397,65,7,1,6,94.98,1.76
2602300000,BRANCH COUNTY,MI,Michigan,Midwest,31,15,16,25,12,13,22,10,1,0,1,88,4.55
2602500000,CALHOUN COUNTY,MI,Michigan,Midwest,266,90,176,235,83,152,223,78,4,2,2,94.89,1.79
2602700000,CASS COUNTY,MI,Michigan,Midwest,82,29,53,64,24,40,59,24,0,0,0,92.19,0
2602900000,CHARLEVOIX COUNTY,MI,Michigan,Midwest,93,26,67,80,24,56,77,21,1,1,0,96.25,1.3
2603100000,CHEBOYGAN COUNTY,MI,Michigan,Midwest,67,26,41,65,27,38,57,24,0,0,0,87.69,0
2603300000,CHIPPEWA COUNTY,MI,Michigan,Midwest,106,36,70,93,27,66,87,25,8,4,4,93.55,9.2
2603500000,CLARE COUNTY,MI,Michigan,Midwest,40,16,24,35,13,22,31,11,0,0,0,88.57,0
2603700000,CLINTON COUNTY,MI,Michigan,Midwest,142,44,98,122,35,87,113,34,4,0,4,92.62,3.54
2603900000,CRAWFORD COUNTY,MI,Michigan,Midwest,12,4,8,7,1,6,7,1,0,0,0,100,0
2604100000,DELTA COUNTY,MI,Michigan,Midwest,46,11,35,42,10,32,37,10,0,0,0,88.1,0
2604300000,DICKINSON COUNTY,MI,Michigan,Midwest,49,29,20,44,26,18,41,23,2,0,2,93.18,4.88
2604500000,EATON COUNTY,MI,Michigan,Midwest,206,74,132,188,63,125,179,59,13,2,11,95.21,7.26
2604700000,EMMET COUNTY,MI,Michigan,Midwest,135,26,109,119,20,99,112,18,5,1,4,94.12,4.46
2604900000,GENESEE COUNTY,MI,Michigan,Midwest,607,197,410,595,180,415,503,159,18,5,13,84.54,3.58
2605100000,GLADWIN COUNTY,MI,Michigan,Midwest,23,9,14,18,7,11,18,7,0,0,0,100,0
2605300000,GOGEBIC COUNTY,MI,Michigan,Midwest,22,7,15,18,6,12,16,6,0,0,0,88.89,0
2605500000,GRAND TRAVERSE COUNTY,MI,Michigan,Midwest,367,88,279,347,82,265,310,73,12,3,9,89.34,3.87
2605700000,GRATIOT COUNTY,MI,Michigan,Midwest,54,15,39,48,13,35,42,11,0,0,0,87.5,0
2605900000,HILLSDALE COUNTY,MI,Michigan,Midwest,65,28,37,60,25,35,50,23,0,0,0,83.33,0
2606100000,HOUGHTON COUNTY,MI,Michigan,Midwest,136,31,105,120,26,94,120,26,3,0,3,100,2.5
2606300000,HURON COUNTY,MI,Michigan,Midwest,61,16,45,45,12,33,43,11,0,0,0,95.56,0
2606500000,INGHAM COUNTY,MI,Michigan,Midwest,1006,126,880,935,117,818,878,100,20,2,18,93.9,2.28
2606700000,IONIA COUNTY,MI,Michigan,Midwest,73,27,46,57,21,36,52,19,2,0,2,91.23,3.85
2606900000,IOSCO COUNTY,MI,Michigan,Midwest,50,22,28,41,18,23,37,15,0,0,0,90.24,0
2607100000,IRON COUNTY,MI,Michigan,Midwest,16,8,8,12,4,8,11,4,0,0,0,91.67,0
2607300000,ISABELLA COUNTY,MI,Michigan,Midwest,90,24,66,78,22,56,73,21,3,1,2,93.59,4.11
2607500000,JACKSON COUNTY,MI,Michigan,Midwest,269,80,189,222,64,158,200,57,10,3,7,90.09,5
2607700000,KALAMAZOO COUNTY,MI,Michigan,Midwest,790,140,650,692,113,579,653,106,26,2,24,94.36,3.98
2607900000,KALKASKA COUNTY,MI,Michigan,Midwest,35,10,25,32,9,23,27,8,0,0,0,84.38,0
2608100000,KENT COUNTY,MI,Michigan,Midwest,1855,318,1537,1676,281,1395,1581,262,69,6,63,94.33,4.36
2608300000,KEWEENAW COUNTY,MI,Michigan,Midwest,15,4,11,14,4,10,13,3,0,0,0,92.86,0
2608500000,LAKE COUNTY,MI,Michigan,Midwest,13,2,11,13,1,12,8,0,0,0,0,61.54,0
2608700000,LAPEER COUNTY,MI,Michigan,Midwest,142,62,80,127,54,73,118,52,0,0,0,92.91,0
2608900000,LEELANAU COUNTY,MI,Michigan,Midwest,161,24,137,162,23,139,145,21,3,0,3,89.51,2.07
2609100000,LENAWEE COUNTY,MI,Michigan,Midwest,145,54,91,116,42,74,110,38,5,3,2,94.83,4.55
2609300000,LIVINGSTON COUNTY,MI,Michigan,Midwest,569,190,379,513,162,351,456,138,18,5,13,88.89,3.95
2609500000,LUCE COUNTY,MI,Michigan,Midwest,4,2,2,4,2,2,4,2,0,0,0,100,0
2609700000,MACKINAC COUNTY,MI,Michigan,Midwest,38,16,22,34,13,21,28,11,0,0,0,82.35,0
2609900000,MACOMB COUNTY,MI,Michigan,Midwest,1750,437,1313,1513,385,1128,1429,338,56,11,45,94.45,3.92
2610100000,MANISTEE COUNTY,MI,Michigan,Midwest,61,18,43,55,16,39,48,14,0,0,0,87.27,0
2610300000,MARQUETTE COUNTY,MI,Michigan,Midwest,170,37,133,159,30,129,149,30,6,2,4,93.71,4.03
2610500000,MASON COUNTY,MI,Michigan,Midwest,66,15,51,60,15,45,45,12,1,0,1,75,2.22
2610700000,MECOSTA COUNTY,MI,Michigan,Midwest,63,30,33,53,24,29,48,23,1,0,1,90.57,2.08
2610900000,MENOMINEE COUNTY,MI,Michigan,Midwest,32,14,18,25,11,14,22,10,0,0,0,88,0
2611100000,MIDLAND COUNTY,MI,Michigan,Midwest,301,46,255,274,44,230,255,35,9,2,7,93.07,3.53
2611300000,MISSAUKEE COUNTY,MI,Michigan,Midwest,17,5,12,16,5,11,15,5,0,0,0,93.75,0
2611500000,MONROE COUNTY,MI,Michigan,Midwest,204,77,127,171,61,110,157,57,2,0,2,91.81,1.27
2611700000,MONTCALM COUNTY,MI,Michigan,Midwest,83,44,39,79,43,36,65,37,3,2,1,82.28,4.62
2611900000,MONTMORENCY COUNTY,MI,Michigan,Midwest,22,8,14,18,7,11,15,5,0,0,0,83.33,0
2612100000,MUSKEGON COUNTY,MI,Michigan,Midwest,261,115,146,231,103,128,208,87,13,6,7,90.04,6.25
2612300000,NEWAYGO COUNTY,MI,Michigan,Midwest,90,38,52,66,27,39,60,24,1,0,1,90.91,1.67
2612500000,OAKLAND COUNTY,MI,Michigan,Midwest,5835,611,5224,5209,538,4671,4875,496,206,18,188,93.59,4.23
2612700000,OCEANA COUNTY,MI,Michigan,Midwest,63,19,44,49,15,34,42,11,0,0,0,85.71,0
2612900000,OGEMAW COUNTY,MI,Michigan,Midwest,22,12,10,15,7,8,14,6,0,0,0,93.33,0
2613100000,ONTONAGON COUNTY,MI,Michigan,Midwest,8,5,3,4,3,1,4,3,0,0,0,100,0
2613300000,OSCEOLA COUNTY,MI,Michigan,Midwest,32,16,16,23,10,13,23,10,0,0,0,100,0
2613500000,OSCODA COUNTY,MI,Michigan,Midwest,12,4,8,10,3,7,9,3,0,0,0,90,0
2613700000,OTSEGO COUNTY,MI,Michigan,Midwest,47,18,29,37,13,24,33,13,0,0,0,89.19,0
2613900000,OTTAWA COUNTY,MI,Michigan,Midwest,745,176,569,654,160,494,620,148,10,4,6,94.8,1.61
2614100000,PRESQUE ISLE COUNTY,MI,Michigan,Midwest,35,12,23,28,11,17,25,10,0,0,0,89.29,0
